,date,developerResponse,review,rating,isEdited,userName,title
11,2021-09-19 04:22:51,,"When I first started using slack back in Feb 2019, IIRC, I was thinking I’d definitely want to use this app for when I launch my own business. During this time, I’ve noticed slack’s issues more and more, basically the ones you can read in the other reviews, namely the lack of synchronization between desktop and iOS apps—meaning you’ll have to read everything again on the mobile app to make their unread status go away. BUT, they’ve never been a dealbreaker, even though they were inconvenient and annoying at times.

Now, they’ve discontinued support for any OS below iOS 13.3, and quite frankly, I find it a very ridiculous notion to ask a user to change a very well working device (iPhone 6) just for the sake of an app. I’m going to delete it from my phone since it’s no longer functional. If I didn’t have to use it on desktop for work—a major inconvenience since I don’t carry a laptop everywhere I go—I’d have discontinued my use of their services.",2,False,Akimarama,Was my way to go app for work but not anymore
12,2021-04-21 23:13:37,"{'id': 22416858, 'body': ""Hey there,\n\nThanks for reaching out, although I'm sorry to hear that not having screen-sharing on the iPad has forced you to use alternative forms of communication.\n\nI can definitely see how that would be useful and how other users and teams would benefit from having the option to screen-share via the iPad. For this reason I have raise this as a feature request with an internal team for their review and consideration. Hopefully this is something that could be incorporated in future releases.\n\nReally appreciate the feedback, please feel free to reach out again if you have any other suggestions for the Slack app.\n\nWarmly,\n\nSlack Support"", 'modified': '2021-04-23T09:04:57Z'}","My dev team has been leaving slack more and more since everyone now works from home, and the viewing of someone else’s screen share does not work on iPad.  Many of our team are mobile, and while the developers themselves are most always at a desktop, managers and attendees on calls are not - and are unable to view and follow along on the product and issue demos.  Because of this, meetings are now scheduled outside slack on other services like MS teams and GoToMeeting which support viewing from iPad. Once meetings started to move from slack, more communications continue to move out.  Our use case makes sharing from iOS a very very low priority, but viewing other presenters shared screen is a must have.  Without this feature, I find I must only give slack 3 stars.  Otherwise, notifications work well, and messages are solid other than missing multiple levels of bullet indents to make readable lists.",3,False,DarthDaddy01,Needs screen share viewing on iPad
13,2022-12-02 14:41:17,"{'id': 33515223, 'body': ""We're very sorry for the disruption to your work. This doesn't sound right at all, and we'd like to look into this for you. Please write to us at feedback@slack.com. We'll be standing by to help."", 'modified': '2022-12-03T23:36:35Z'}","I used to LOVE slack. I manage a company with 47 fully remote crisis workers. Timely communication is vital, as people’s lives are on the line. I send hundreds of messages per day leading my crew. But nearly every time I try to open a thread, I get “Message Unavailable” error that says the message has been deleted. I have to close and reopen the app several times just to see the message. Notifications don’t work properly, the app crashes  while I’m typing a message and loses my work. 

I am forced to restart this app literally dozens of times a day. I’ve reinstalled, cleared cache, bought a new phone. Slack is essential at my workplace and I feel so helpless. These constant glitches are a massive timesuck, to the point that i cannot perform my work on the go. As a salaried manager I am always on call outside of normal hours, so being able to work mobile is non-optional. This is incredibly frustrating and I’m at my wit’s end. Slack developers, PLEASE, how can you let it be this broken for so long?",2,False,Azita Saed,Almost unusable in recent months
14,2020-08-17 23:17:08,"{'id': 17374487, 'body': 'Hi there, We’d be interested in hearing more about these issues that you have highlighted. When you have a moment, please navigate to your app’s ""You"" tab - ""Preferences"" - ""Send Feedback"" to flag this with our support team. We’ll be happy to help!', 'modified': '2020-08-19T09:37:33Z'}","The Slack service is great but the ios app needs either a better thoughtout navigation system or more customizations. There’s so many little things that could be slightly tweaked to make this a better experience.

For instance, all unread channels and 1:1 conversations are automatically moved to the top of the list, which means the list is constantly shifting around, making it very difficult to find the channel I need or go back to the previous channel after switching briefly to see a new message. And when I look for a particular conversation or channel, I have to check two places. The desktop slack app (thankfully) offers an option to turn this off, but not the mobile app.

Settings for the whole app are buried inside channels/conversations. Settings for channels, at least to some degree, are only available on the desktop app. It’s a mess.

And editing a message requires a long press and then a quick tap on a menu that’s partially covered by the home indicator on the iPhone X/11.

Sometimes my workflow is interrupted by a not-so-helpful on-screen tip, like the one showing me how to swipe horizontally. (I already knew that, and I have work to do.) There’s no way to turn these off or quickly dismiss them, so I must complete each exercise before I’m allowed to use the app.

The list goes on. The updates to the app are frequent but sadly its shortcomings get less priority than silly things like an entire screen to choose the app icon.",2,False,TheDelayFish,Lots of little frustrations
15,2024-03-19 21:48:30,"{'id': 42735241, 'body': ""Hi there,\n\nWe are happy to hear that you enjoy using Slack. We can assist you directly with any questions you have about managing your channel members if you write to us at feedback@slack.com. We'd be happy to help!\n\nBest,"", 'modified': '2024-03-21T11:56:52Z'}","I’ve used this App for four years at my previous job. I used it on an iPhone and a computer. I have never had issue with it. It does everything you want it to do. Allows for different channels of communication. For example one for updates to policy, one for customer issues, one for employee appreciation, etc. It allow la for direct messages communication between two or more people. Nothing has been lost in the app or crashed stopped working. The only thing that has been an issue is I can’t seem to figure out how to delete people off a channel. When someone is fired or leaves the company they still have access to information they should not have access to. Is there a way to delete people from your slack channel or are we stuck with them forever?",4,False,KosKos2011,Great App for Coworker Communication
16,2021-09-14 19:38:29,"{'id': 25128580, 'body': 'So sorry for the confusion here. Slack teams are generally their own separate entities, and each need their own username and password. This is for the security for everyone, across all teams. If you are not given an invitation link, you will need to create a new account on a new team. Thank you for the feedback here, however!', 'modified': '2021-09-15T22:49:45Z'}","My school has a slack license and I use it for classes, but whenever I try to join a workspace, it makes me login with the email I have associated with my school but then it creates a new user profile with the same email instead of using the existing one. Earlier today I literally joined a workspace using my existing email address and profile and it, instead of using the existing account,
created a new profile. Why does it do this??? It's unnecessary. 

Also earlier today I got a URL invite to a slack workspace and tried to join that workspace using my existing account (like literally every other workspace-like service allows) but it wouldn't let me join by URL, and instead only showed me the workspaces I had already joined (but not logged into on desktop app I guess). I know this was doable before, as one of my classes a few years ago had people join via a URL, so what happened?!",2,False,xxk3990,Don't like having to create an account to join a workspace
17,2020-09-13 18:46:56,,"Slack is like a giant meat pie of an entire organizations communications. Why is this company entrusted with so much sensitive data? Why is this company worth billions? It offers modest boosts in communications but at the expense of constant nagging at all hours to participate in the always-on business “culture.” 
If you’re going to use slack, set up your own boundaries, and work to limit the application’s reach into your life. Otherwise you’ll be sucked up like another strand of spaghetti in Slack’s “value proposition.” Yikes! 
Boundaries are healthy, people. “Always on work culture” is a sign of simplistic, juvenile notions of how to lash as many people as possible into the heaving, soul-crushed masses of American suckers who think they have no other option than to just give their lives away to the job market.  Yikes! Boundaries! Cultivate good boundaries! Then maybe slack will actually start to show some value. 
/end rant.",3,False,Mike Conelly ,Communication hash needs respectful boundaries. Tailor and cull Notification output!
18,2020-02-08 15:32:35,,"I’ve been using slack for a year now with work, classes, and organizations. It has a really nice setup and I enjoy the fast communication. But something that I think could be changed is the do not disturb - I think there should not be a default automatically turned on and people should instead receive a suggestion to change this themselves in settings, many people don’t pay attention to this and I have a lot of messages that end up not being seen. The big thing is that after the do not disturb period ends, you don’t get notified of the messages that you received within that time period. So many people end up not seeing those messages until much later, or not at all. I think slack should notify you immediately after the do not disturb period ends so you can respond to those messages in a timely fashion. This seems like a big thing to overlook.",3,False,Kierra689,Great platform with a minor issue
19,2020-06-15 14:13:50,,"I AM able to open links on the Desktop site from my Saved Items. But not in the mobile app or from my iPad. In fact, I had to open Slack in a mobile browser in order to even open a Saved Item. How does that make sense????????

If I try on my ipad- I have to go to my profile, whereas on the dekstop “Saved Items” are found on the lefthand column with everything else- makes sense. On a mobile device, there’s these additional steps. Doesn’t make sense. Anyway, once in my Profile, I click on the dots in the upper right hand corner. I click on Saved Items. My Saved Items populate. Okay, great. Finally. I click on the link in the Saved Item I want. Nothing. The Saved Items menu disappears and I’m just looking at my Profile. I try again. Same thing. Try again. Same thing. I long press the link. The app completely closes out altogether. 😒

As a UX designer, if you guys can’t see or understand the frustration I have with this simple feature that should be easy...lol. And yes my app is up to date. Please fix. Apparently I can do this from my laptop and my phone, but I use my iPad for school and Zoom meetings since everything is virtual. And the Zoom meeting is saved on Slack for the classroom.

I shouldn’t have to go into a mobile browser because the link won’t work in the app itself.",3,False,rain2cry,Can’t open Saved Items from iPad Pro
20,2021-03-10 03:28:09,"{'id': 21550614, 'body': ""Hi there, unfortunately we currently have a bug impacting the active/away option. It's fixed in version 20.03.10 which will be available to everyone within the next couple days. If that doesn't resolve the issue, let us know at feedback@slack.com."", 'modified': '2021-03-09T23:06:28Z'}","Updated Review:  Dev team responded and the newest version does include a fix for the active/away bug. Updated rating; however, Dev team should test builds before rolling out to the public especially for important features such as your presence status. 

Original Review:  Switching between active and away no longer works since the last release. When the selection is chosen it just highlights it but doesn’t change the status. Force closing the app and immediately changing the status works only sometimes. I’ve already tried uninstalling and reinstalling the app and the problem still persists. Based upon the reviews in the App Store it appears that this problem is not isolated to me. Hopefully the dev team can fix in the next release",4,True,smmlee,Active/away doesn’t work
21,2024-02-11 16:27:43,,"Send feedback is broken. Opens email like window making users guess will submission send an email from their email and if so which from address will it use OR it’s just a form to submit and email is sent only to slack (no email using users from address). Further even after entering all info, the send arrow button is no enabled (with no errors to indicate what’s missing) so basically waste of time user entering feedback and then realizing they can’t. So slack doesn’t want any feedback from it’s users. Lastly feedback should be anonymous, not gather information about user/user org unless user chooses to share their information. One gets more real feedback from everyone when it’s anonymous! Also feedback section itself is hiding nicely in Preferences, as if it’s some setting vs. a critical functionality for any good product which can accessed and submitted with 1 or two taps.",2,False,Uninfinity,Broken Send feedback
22,2022-07-31 00:15:12,,"Hate how difficult it is to get anything done with this app!  So many problems, where do I begin? For starters there needs to be a better way to quickly pause notifications and determine which channels will notify you and which will not and how to be notified or not be notified and to do a better job of being notified 9-5 office or not be notified on the weekends with more customizations that do not exist. There needs to be easier way to upload or download files and not have to click on so many additional buttons to get the job done, very frustrating. I should be able to leave a voice message like you can with other Apple products or Vbox and I should be able to quickly find information or filter out junk or drag and drop information quicker. Generally speaking I’m very disappointed with Slack and feel that the entire company has slacked off with this garbage product, please raise your standards and do a better job!",1,False,Taste The Golden Spray,SLACK IS CRAP!!!
23,2023-01-07 18:26:33,"{'id': 34156752, 'body': ""Thanks for reaching out today! I'll definitely go ahead and suggest this as a feature request for you, as I can see having specific times for your Slack reminders would be very useful."", 'modified': '2023-01-08T23:31:52Z'}","There are new features added all the time, but one of my biggest issues right now is the /reminder program. You can only set it for an specific hour not a specific minute. Because so many companies use this there are times and reasons we need to be able to schedule something for a specific minute. I cannot utilize this feature as of right now because I need to be reminded to do things prior to shift change. This would also be great if you could auto schedule to send messages as a specific minute as well. This app is a must if you work from home. So many wonderful features that help you feel “connected” to your coworkers.",4,False,ashmama26,Amazing features but needs some tweaking
24,2024-01-25 01:08:14,"{'id': 41553959, 'body': ""Thank you for taking the time to write us a review. We've shared your feedback to our internal tracker and highlighted your concerns with our team. Please don't hesitate to reach out if you have additional feedback or questions. Have a great day!"", 'modified': '2024-01-26T15:26:04Z'}","The old layout was much better and more effective. This one is not fluid and feels like it wants to be a social media app but it’s not. Need to fix the app and the desktop versions back to the old layout please.  I use this platform all day long and on my phone while working away as well. 

 If not reverting back, make it a layout option for us to use. Also, please bring the little graphics on my “later” section. Makes a great Lock Screen. Segway into needing a Lock Screen or a blank screen of some kind. Coincidentally that’s how I found the later screen and the swaying plants. I was using it as my Lock Screen to hide contacts and rooms. It’s not anyone else’s business who I’m talking with or business groups I’m in.  Lock screens also help with abating distractions on the screen. 
Thanks for listening.",3,False,heygomertoo,Old layout better
25,2024-04-07 16:12:01,"{'id': 43149780, 'body': 'Hi there,\n\nWe\'d be interested in hearing more about this issue. When you have a moment, please navigate to your app\'s ""You"" tab - ""Preferences"" - ""Send Feedback"" to flag this with our support team and provide some logs we\'ll need to investigate. We\'ll be happy to help!', 'modified': '2024-04-09T09:59:05Z'}","I created a workspace, created a channel, and changed the channel description for that channel. The application automatically posted a message in the message feed that essentially said what I changed the channel description to. I cannot delete this message, nor can I disable this behavior.

A description change-log does not belong in my messaging feed.

I moved this channel to a group named 'Starred', and I attempted to create another new channel. A popup notified me that my workspace's settings have changed, which may affect who is allowed to create channels.
I am using the only account that has ever used this workspace. There is no other account that I could've transferred authority to. I cannot find administrative settings, and I believe I have searched all settings and tapped, long pressed, and explored any reasonable place where the workplace name or settings might exist on the iOS app.

As a workspace owner, I would like to be able to easily accomplish administrative tasks from the commonplace device I own.

These two problems seem like they would've been discovered and remedied by now if an endeavor of Slack's notability cared to remedy them. I do not feel like discovering more frustrating problems that seem to have simple solutions.",3,False,Creatorz Own,Why Can't I?
26,2022-07-21 13:30:11,"{'id': 31057060, 'body': 'Hi there, We’d be interested in hearing more about this issue. When you have a moment, please navigate to your app’s “You” tab - “Preferences” - “Send Feedback” to flag this with our support team. We’ll be happy to help!', 'modified': '2022-07-24T08:33:31Z'}","Used to be more stable. The newer versions have a couple bad bugs. 1. Syncing between desktop and mobile. Messages and whether a thread is read or unread do not sync 100% of the time. More like 40% of the time. This results in missed communications worst case as the unread notification only shows up on either mobile or desktop so messages get missed when you’re not going back and forth, or best case it’s annoying to clear the same messages from long ago once you switch to mobile.  2. Message loading on mobile. Messages often don’t load or take a really long time to load. Sometimes it’ll load only the other person’s recent messages and not my replies. Sometimes when you send something it seems to disappear so you don’t know if it was received. I’m on iPhone 13 pro and iOS 15.5. Typically using Wi-Fi but also Verizon.",2,False,Cman916,Bugs in new versions
27,2022-12-06 23:59:54,,"I never feel this like strong desire to write reviews but i am now- 

Slack is a wonderful group workspace app. 
A lot of the complaints seen are due to APPLE updating to ios16. Americans (and i am one) want things in an instant- slack has to adjust. 

That said, I've been using slack for about 3 years. I think a lot of reviews are ignoring the fact that it is FREE! You pay NOTHING to use this app, when all other apps cost at MINIMUM $100 depending on how many employees you have. All the complaints seen (to me) are glitches that just require in person communication. Companies shouldn’t be depending solely on slack- it’s a GREAT tool though. 

What reviews we see are called minor inconveniences. In the grand scheme of things. Slack is amazing, it’s even more amazing that businesses can DEPEND on slack FOR FREE to communicate with everyone from really anywhere. 

THAT SAID, all apps have issues. I have had good runs with slack and i have had issues just like every other app i have. Instagram, Twitter, Facebook etc included. Is it worth it for all the features you get? The various work spaces ? User interface ? Etc. ABSOLUTELY.",5,False,akandyyy,An amazing FREE workspace app.
28,2020-08-22 18:29:55,"{'id': 17446473, 'body': ""Thank you so much for the feedback here, and apologies for any troubles you've been running into with the Slack app. We would love to lend a hand with any questions you might have, so please feel free to get in touch with us at feedback@slack.com. In the meantime, perhaps this article could help: https://slack.com/intl/en-ca/resources/slack-101/navigating-slack"", 'modified': '2020-08-23T23:18:54Z'}",I really want to like it. But I’m 25 and this app makes me feel like I’m 80 and using technology for the first time. There are all these videos and pages to teach you how to use it but I don’t have time to “study” to use an app in between studying medicine. Idk. Maybe it’s just me. But people have been DMing me and I don’t know what it’s in response to. I can’t figure out which posts are unread or how to subscribe to the subgroups I’m interested in. When I try to comment on a thread it seems like I have to tag the person so they know I’ve replied. But to tag someone you can’t just click reply like in Facebook. You have to search though everyone’s name as you type it. I tried to have it tell me every time a post with “neurological” comes up but instead it just highlights all the spaces in random posts. The content in these groups have been really interesting but the app/platform is so stressful and confusing I think I’ll leave the group. Sorry devs :/,1,False,Aupair1995,Idk why but this app gives me anxiety
29,2019-11-14 17:40:32,,"Using slack is easy, it’s convenient and I recommend it. The ONE thing that I wish were different is the DMs. I’m in THREE separate workspaces with overlapping members in the group. Sending a DM to one person in one workspace means not seeing the private message thread when sending a DM to the SAME person in another workspace. We have a workspace for the village in which our Burning Man camp lives to communicate with the village leads. We have a camp message to chat amongst us as camp members. Some of us in that camp are involved in an art project that includes other people. There’s no good way to keep up the DMs with the people who also are in my same workspaces across all the workspace. As you can imagine, DMs are usually OT and all over. This is the one thing that could use a tweek, IMO.",5,False,lilakay,Slide into my DMs
30,2017-09-19 04:10:50,,"We use in our small law office. We had to write some of our own ""best practice rules"" (like phone message channels only get phone messages, no gifs in general, snooze when you aren't answering) but it's been a great tool for our office. Easy way to be sure you're keeping up with your team without getting in to email all the time. We love it because if person a has a question for person b, a send the question and b gets to answer when they have the time in their day. Minimize interruptions while also allowing the person with a question to say it when they're thinking about it. We love slack. It's AOL instant messenger for professionals. I do wish it was easier to upload images etc without the comments being a weird title.",5,False,hatwife12911,Great tool
31,2023-12-16 22:26:33,"{'id': 40677623, 'body': 'Hi there, Please navigate to your app’s “You” tab - “Notifications” - “Troubleshoot Notifications”. Once the tests complete, tap the “Send Report” button to flag your results with our support team for further help.', 'modified': '2023-12-14T09:38:46Z'}","The slack app constantly tells me that I have an unread message even though I don’t. I look on all platforms and it says that I have 1 unread message in the “threads” section, even though I don’t. I believe it is some confusion caused by running Slack on multiple devices. Uninstalling and reinstalling Slack doesn’t help. It’s super annoying. I just have to turn off the badge indicator, which defeats the purpose of letting me know when there is a new message requiring my attention. This is an infuriating bug.

—

As requested, I have gone to “Troubleshoot Notifications” and sent the report. Note, the problem is not in the push notifications, but rather in the unread message count. Having read all messages, app persists in saying there is one unread message (but when I choose to see unread messages, there aren’t any).",2,True,Robert Ryan,Slack unread message count wrong
32,2022-09-28 21:14:38,"{'id': 32313946, 'body': ""We're very sorry for the trouble. This sounds really frustrating, and we'd like to investigate for you. Please write to us at feedback@slack.com, we'll be standing by to help."", 'modified': '2022-09-30T07:35:00Z'}","Mobile Slack worked fine for me for years, until the last 3 months or so - now, I pretty much exclusively use the desktop app, because some reason, my mobile slack app never shows all my messages. 

I’ll get a notification that I got a new message, click the notification, and it’ll take me to the channel… but the last message that shows in the channel is from over a month ago. Then I’ll exit the app and reload it to try to do a “refresh”, but that time the last message that shows is from over two months ago, and this will just repeat — each time loading a different date as the “latest date” of messages (always weeks or months ago), despite the fact that I know I have new messages all the way through the current day.

On desktop, notifications work and the app shows all the updated messages in every channel, from weeks ago through the current second — but on mobile none of those messages show up. I’ll get the notifications that a message came in but the message doesn’t show in the app.

This has been happening for months and it’s so frustrating. I’ve signed out and back in, exited & reloaded, updated, uninstalled & reinstalled, everything — nothing fixes it. I can’t be the only one having this issue?",1,False,1beckett,Missing messages?? Only on mobile
